municipio,IDHM,IDHM Renda,IDHM Educação,IDHM Longevidade,municipio_sidra
Lagoão (RS),0.643,0.641,0.505,0.822,Lagoão - RS
Carmópolis (SE),0.643,0.623,0.546,0.783,Carmópolis - SE
São Valério (TO),0.643,0.605,0.539,0.814,São Valério - TO
Palmeiras (BA),0.643,0.608,0.56,0.782,Palmeiras - BA
Governador Mangabeira (BA),0.643,0.594,0.594,0.754,Governador Mangabeira - BA
Nova Crixás (GO),0.643,0.674,0.485,0.813,Nova Crixás - GO
Nova Brasilândia D'Oeste (RO),0.643,0.664,0.524,0.763,Nova Brasilândia D'Oeste - RO
Hulha Negra (RS),0.643,0.653,0.512,0.796,Hulha Negra - RS
Teixeirópolis (RO),0.643,0.653,0.498,0.818,Teixeirópolis - RO
Alvorada D'Oeste (RO),0.643,0.654,0.534,0.763,Alvorada D'Oeste - RO
Rio Crespo (RO),0.643,0.637,0.513,0.813,Rio Crespo - RO
Jequitaí (MG),0.643,0.605,0.552,0.797,Jequitaí - MG
Barrolândia (TO),0.642,0.6,0.541,0.817,Barrolândia - TO
Santa Rita do Pardo (MS),0.642,0.655,0.505,0.8,Santa Rita do Pardo - MS
Corrente (PI),0.642,0.62,0.54,0.789,Corrente - PI
Almeirim (PA),0.642,0.659,0.497,0.809,Almeirim - PA
Belém do São Francisco (PE),0.642,0.611,0.553,0.784,Belém do São Francisco - PE
São Vicente (RN),0.642,0.606,0.556,0.787,São Vicente - RN
Passabém (MG),0.642,0.631,0.533,0.787,Passabém - MG
Malta (PB),0.642,0.62,0.533,0.8,Malta - PB
Amapá (AP),0.642,0.631,0.532,0.79,Amapá - AP
Florânia (RN),0.642,0.611,0.56,0.775,Florânia - RN
Manga (MG),0.642,0.624,0.53,0.799,Manga - MG
Itabaiana (SE),0.642,0.645,0.513,0.801,Itabaiana - SE
São Valério do Sul (RS),0.642,0.674,0.48,0.816,São Valério do Sul - RS
Quixeramobim (CE),0.642,0.592,0.567,0.789,Quixeramobim - CE
Laranjeiras (SE),0.642,0.589,0.582,0.772,Laranjeiras - SE
Nova Laranjeiras (PR),0.642,0.614,0.517,0.833,Nova Laranjeiras - PR
Santana do Seridó (RN),0.642,0.595,0.58,0.767,Santana do Seridó - RN
Babaçulândia (TO),0.642,0.589,0.568,0.792,Babaçulândia - TO
Almenara (MG),0.642,0.636,0.518,0.803,Almenara - MG
Coração de Jesus (MG),0.642,0.575,0.57,0.808,Coração de Jesus - MG
Marechal Deodoro (AL),0.642,0.641,0.52,0.793,Marechal Deodoro - AL
Amparo do Serra (MG),0.641,0.616,0.528,0.811,Amparo do Serra - MG
Taquaritinga do Norte (PE),0.641,0.636,0.52,0.796,Taquaritinga do Norte - PE
João Lisboa (MA),0.641,0.585,0.573,0.785,João Lisboa - MA
Nova Porteirinha (MG),0.641,0.584,0.556,0.811,Nova Porteirinha - MG
Aquiraz (CE),0.641,0.608,0.55,0.788,Aquiraz - CE
Nazaré (BA),0.641,0.637,0.532,0.777,Nazaré - BA
Alta Floresta D'Oeste (RO),0.641,0.657,0.526,0.763,Alta Floresta D'Oeste - RO
Campo Belo do Sul (SC),0.641,0.648,0.528,0.768,Campo Belo do Sul - SC
Frei Martinho (PB),0.641,0.631,0.542,0.77,Frei Martinho - PB
Itacarambi (MG),0.641,0.593,0.564,0.787,Itacarambi - MG
Goioxim (PR),0.641,0.593,0.547,0.813,Goioxim - PR
Barra do Turvo (SP),0.641,0.625,0.532,0.792,Barra do Turvo - SP
Coxixola (PB),0.641,0.586,0.567,0.794,Coxixola - PB
São Mamede (PB),0.641,0.617,0.558,0.765,São Mamede - PB
Axixá (MA),0.641,0.535,0.634,0.776,Axixá - MA
Primavera de Rondônia (RO),0.641,0.645,0.512,0.799,Primavera de Rondônia - RO
Carmolândia (TO),0.64,0.621,0.521,0.81,Carmolândia - TO
São Domingos (BA),0.64,0.601,0.575,0.757,São Domingos - BA
Santa Maria do Suaçuí (MG),0.64,0.629,0.511,0.817,Santa Maria do Suaçuí - MG
Formoso (MG),0.64,0.616,0.51,0.834,Formoso - MG
Catolé do Rocha (PB),0.64,0.617,0.539,0.787,Catolé do Rocha - PB
Machacalis (MG),0.64,0.607,0.552,0.783,Machacalis - MG
Itaituba (PA),0.64,0.644,0.51,0.8,Itaituba - PA
Macaíba (RN),0.64,0.613,0.545,0.784,Macaíba - RN
Itapipoca (CE),0.64,0.562,0.613,0.761,Itapipoca - CE
Senador Guiomard (AC),0.64,0.649,0.513,0.786,Senador Guiomard - AC
Timbaúba dos Batistas (RN),0.64,0.614,0.591,0.723,Timbaúba dos Batistas - RN
Rondolândia (MT),0.64,0.619,0.53,0.8,Rondolândia - MT
Rio Branco do Ivaí (PR),0.64,0.624,0.537,0.783,Rio Branco do Ivaí - PR
Vitória de Santo Antão (PE),0.64,0.629,0.543,0.768,Vitória de Santo Antão - PE
Porto Grande (AP),0.64,0.61,0.554,0.777,Porto Grande - AP
Bocaiúva do Sul (PR),0.64,0.679,0.473,0.816,Bocaiúva do Sul - PR
Pedras Altas (RS),0.64,0.647,0.493,0.82,Pedras Altas - RS
São Gonçalo do Rio Preto (MG),0.64,0.593,0.542,0.815,São Gonçalo do Rio Preto - MG
Conceição do Araguaia (PA),0.64,0.631,0.54,0.77,Conceição do Araguaia - PA
São João do Manteninha (MG),0.64,0.623,0.522,0.805,São João do Manteninha - MG
São Romão (MG),0.64,0.586,0.568,0.787,São Romão - MG
Araguacema (TO),0.639,0.587,0.553,0.805,Araguacema - TO
São Félix (BA),0.639,0.582,0.583,0.769,São Félix - BA
Capitão Enéas (MG),0.639,0.573,0.565,0.806,Capitão Enéas - MG
Ribeirão Branco (SP),0.639,0.592,0.553,0.797,Ribeirão Branco - SP
São Félix do Coribe (BA),0.639,0.601,0.555,0.784,São Félix do Coribe - BA
Apodi (RN),0.639,0.611,0.571,0.747,Apodi - RN
Palmital (PR),0.639,0.647,0.511,0.791,Palmital - PR
Caroebe (RR),0.639,0.6,0.549,0.791,Caroebe - RR
São Francisco de Itabapoana (RJ),0.639,0.618,0.533,0.791,São Francisco de Itabapoana - RJ
Água Branca (PI),0.639,0.6,0.569,0.763,Água Branca - PI
Tefé (AM),0.639,0.637,0.511,0.801,Tefé - AM
Paudalho (PE),0.639,0.612,0.545,0.782,Paudalho - PE
Novo Acordo (TO),0.639,0.618,0.53,0.797,Novo Acordo - TO
Desterro de Entre Rios (MG),0.639,0.607,0.536,0.802,Desterro de Entre Rios - MG
Luzinópolis (TO),0.639,0.593,0.605,0.726,Luzinópolis - TO
Nioaque (MS),0.639,0.658,0.483,0.822,Nioaque - MS
Mariluz (PR),0.639,0.653,0.504,0.794,Mariluz - PR
Delta (MG),0.639,0.672,0.481,0.808,Delta - MG
Dois Irmãos do Buriti (MS),0.639,0.64,0.528,0.773,Dois Irmãos do Buriti - MS
Piedade de Ponte Nova (MG),0.639,0.616,0.528,0.802,Piedade de Ponte Nova - MG
Uruburetama (CE),0.639,0.564,0.608,0.76,Uruburetama - CE
Simão Pereira (MG),0.638,0.645,0.478,0.843,Simão Pereira - MG
Nossa Senhora do Livramento (MT),0.638,0.6,0.529,0.82,Nossa Senhora do Livramento - MT
Wanderlândia (TO),0.638,0.619,0.561,0.748,Wanderlândia - TO
Rio Maria (PA),0.638,0.651,0.495,0.804,Rio Maria - PA
Goianinha (RN),0.638,0.619,0.537,0.783,Goianinha - RN
Sabinópolis (MG),0.638,0.637,0.502,0.812,Sabinópolis - MG
Bernardo Sayão (TO),0.638,0.606,0.573,0.748,Bernardo Sayão - TO
Beberibe (CE),0.638,0.585,0.571,0.778,Beberibe - CE
Jaíba (MG),0.638,0.619,0.531,0.789,Jaíba - MG
Palmeira dos Índios (AL),0.638,0.625,0.523,0.794,Palmeira dos Índios - AL
Umburatiba (MG),0.638,0.599,0.531,0.815,Umburatiba - MG
Bandeirantes do Tocantins (TO),0.638,0.57,0.571,0.797,Bandeirantes do Tocantins - TO
Vicente Dutra (RS),0.638,0.656,0.489,0.809,Vicente Dutra - RS
Caraúbas (RN),0.638,0.594,0.556,0.786,Caraúbas - RN
São João Evangelista (MG),0.638,0.62,0.52,0.806,São João Evangelista - MG
Alto Paraguai (MT),0.638,0.612,0.541,0.784,Alto Paraguai - MT
Moeda (MG),0.638,0.657,0.494,0.8,Moeda - MG
Ibirapuitã (RS),0.638,0.678,0.463,0.828,Ibirapuitã - RS
Carbonita (MG),0.638,0.617,0.529,0.796,Carbonita - MG
São Domingos das Dores (MG),0.638,0.602,0.539,0.8,São Domingos das Dores - MG
Corumbataí do Sul (PR),0.638,0.632,0.52,0.79,Corumbataí do Sul - PR
Palhano (CE),0.638,0.572,0.628,0.723,Palhano - CE
Ministro Andreazza (RO),0.638,0.647,0.518,0.776,Ministro Andreazza - RO
São Francisco (MG),0.638,0.595,0.542,0.804,São Francisco - MG
Capão Bonito do Sul (RS),0.637,0.654,0.507,0.779,Capão Bonito do Sul - RS
Capão do Leão (RS),0.637,0.662,0.48,0.814,Capão do Leão - RS
Caculé (BA),0.637,0.621,0.541,0.769,Caculé - BA
Bonfim (MG),0.637,0.669,0.464,0.834,Bonfim - MG
Joaquim Felício (MG),0.637,0.642,0.489,0.824,Joaquim Felício - MG
Pinheiro (MA),0.637,0.579,0.579,0.771,Pinheiro - MA
Apuí (AM),0.637,0.621,0.54,0.772,Apuí - AM
Santa Terezinha do Tocantins (TO),0.637,0.583,0.584,0.758,Santa Terezinha do Tocantins - TO
Itanhém (BA),0.637,0.624,0.525,0.79,Itanhém - BA
Pedro Teixeira (MG),0.637,0.587,0.555,0.794,Pedro Teixeira - MG
Guaramiranga (CE),0.637,0.576,0.61,0.736,Guaramiranga - CE
Guarani de Goiás (GO),0.637,0.569,0.557,0.814,Guarani de Goiás - GO
Valente (BA),0.637,0.623,0.568,0.729,Valente - BA
Santa Bárbara do Tugúrio (MG),0.637,0.616,0.517,0.81,Santa Bárbara do Tugúrio - MG
Irupi (ES),0.637,0.658,0.493,0.798,Irupi - ES
Paracuru (CE),0.637,0.597,0.581,0.746,Paracuru - CE
Paula Cândido (MG),0.637,0.632,0.497,0.823,Paula Cândido - MG
São Jerônimo da Serra (PR),0.637,0.626,0.503,0.822,São Jerônimo da Serra - PR
Itaperuçu (PR),0.637,0.654,0.507,0.779,Itaperuçu - PR
Santo Amaro das Brotas (SE),0.637,0.613,0.543,0.778,Santo Amaro das Brotas - SE
Oratórios (MG),0.637,0.627,0.5,0.824,Oratórios - MG
Retirolândia (BA),0.636,0.579,0.574,0.773,Retirolândia - BA
Pindoretama (CE),0.636,0.581,0.588,0.754,Pindoretama - CE
Felipe Guerra (RN),0.636,0.582,0.575,0.768,Felipe Guerra - RN
Dores de Guanhães (MG),0.636,0.612,0.512,0.821,Dores de Guanhães - MG
Curionópolis (PA),0.636,0.592,0.536,0.809,Curionópolis - PA
Nova Lacerda (MT),0.636,0.643,0.485,0.825,Nova Lacerda - MT
Orós (CE),0.636,0.582,0.557,0.793,Orós - CE
Espigão Alto do Iguaçu (PR),0.636,0.632,0.521,0.781,Espigão Alto do Iguaçu - PR
Uiraúna (PB),0.636,0.612,0.528,0.797,Uiraúna - PB
Olaria (MG),0.636,0.638,0.49,0.823,Olaria - MG
Ibotirama (BA),0.636,0.601,0.548,0.78,Ibotirama - BA
Sardoá (MG),0.636,0.594,0.533,0.812,Sardoá - MG
São José do Cerrito (SC),0.636,0.618,0.503,0.827,São José do Cerrito - SC
Almas (TO),0.636,0.616,0.524,0.796,Almas - TO
Tijucas do Sul (PR),0.636,0.679,0.479,0.792,Tijucas do Sul - PR
Oliveira Fortes (MG),0.635,0.616,0.523,0.794,Oliveira Fortes - MG
Chapada Gaúcha (MG),0.635,0.573,0.546,0.82,Chapada Gaúcha - MG
Pacoti (CE),0.635,0.571,0.58,0.773,Pacoti - CE
São José do Egito (PE),0.635,0.602,0.554,0.769,São José do Egito - PE
Piripiri (PI),0.635,0.621,0.533,0.775,Piripiri - PI
Tibau (RN),0.635,0.627,0.53,0.769,Tibau - RN
Itueta (MG),0.635,0.64,0.485,0.825,Itueta - MG
Surubim (PE),0.635,0.617,0.548,0.756,Surubim - PE
Santa Cruz (RN),0.635,0.597,0.564,0.761,Santa Cruz - RN
Terra Santa (PA),0.635,0.602,0.558,0.763,Terra Santa - PA
Seabra (BA),0.635,0.588,0.572,0.761,Seabra - BA
Candói (PR),0.635,0.655,0.503,0.778,Candói - PR
Cantagalo (PR),0.635,0.638,0.522,0.768,Cantagalo - PR
Martins Soares (MG),0.635,0.619,0.512,0.809,Martins Soares - MG
Tuparetama (PE),0.634,0.612,0.557,0.749,Tuparetama - PE
Santa Rita do Novo Destino (GO),0.634,0.639,0.487,0.82,Santa Rita do Novo Destino - GO
Porto Firme (MG),0.634,0.615,0.516,0.804,Porto Firme - MG
Itambé do Mato Dentro (MG),0.634,0.605,0.513,0.823,Itambé do Mato Dentro - MG
Itambacuri (MG),0.634,0.616,0.527,0.784,Itambacuri - MG
Caranaíba (MG),0.634,0.593,0.533,0.807,Caranaíba - MG
Entre Folhas (MG),0.634,0.617,0.521,0.792,Entre Folhas - MG
Itagimirim (BA),0.634,0.602,0.516,0.821,Itagimirim - BA
Gramado Xavier (RS),0.634,0.681,0.473,0.792,Gramado Xavier - RS
Serrinha (BA),0.634,0.615,0.532,0.778,Serrinha - BA
Vargem Grande do Rio Pardo (MG),0.634,0.563,0.559,0.811,Vargem Grande do Rio Pardo - MG
Gravatá (PE),0.634,0.63,0.51,0.794,Gravatá - PE
Vila Propício (GO),0.634,0.629,0.505,0.802,Vila Propício - GO
São João da Lagoa (MG),0.634,0.575,0.546,0.813,São João da Lagoa - MG
Santa Maria do Tocantins (TO),0.634,0.6,0.543,0.784,Santa Maria do Tocantins - TO
Oeiras (PI),0.634,0.619,0.547,0.753,Oeiras - PI
Conceição do Mato Dentro (MG),0.634,0.622,0.517,0.794,Conceição do Mato Dentro - MG
Pombal (PB),0.634,0.629,0.515,0.787,Pombal - PB
Conceição da Feira (BA),0.634,0.606,0.548,0.766,Conceição da Feira - BA
Novo Horizonte do Oeste (RO),0.634,0.606,0.527,0.799,Novo Horizonte do Oeste - RO
Mundo Novo (GO),0.634,0.642,0.488,0.812,Mundo Novo - GO
Carolina (MA),0.634,0.6,0.529,0.802,Carolina - MA
Taguatinga (TO),0.634,0.628,0.497,0.818,Taguatinga - TO
Paraipaba (CE),0.634,0.574,0.602,0.738,Paraipaba - CE
Nova Roma (GO),0.634,0.594,0.529,0.812,Nova Roma - GO
Lagoa dos Patos (MG),0.634,0.593,0.556,0.773,Lagoa dos Patos - MG
Serranópolis de Minas (MG),0.633,0.608,0.539,0.773,Serranópolis de Minas - MG
Aral Moreira (MS),0.633,0.628,0.507,0.798,Aral Moreira - MS
Santo Antônio do Grama (MG),0.633,0.626,0.493,0.823,Santo Antônio do Grama - MG
Groaíras (CE),0.633,0.585,0.598,0.724,Groaíras - CE
Bom Jesus da Lapa (BA),0.633,0.615,0.533,0.775,Bom Jesus da Lapa - BA
Pindaré-Mirim (MA),0.633,0.568,0.592,0.755,Pindaré-Mirim - MA
Tauá (CE),0.633,0.585,0.56,0.773,Tauá - CE
Urucânia (MG),0.633,0.628,0.498,0.811,Urucânia - MG
Caiana (MG),0.633,0.631,0.483,0.833,Caiana - MG
Santana da Boa Vista (RS),0.633,0.63,0.503,0.802,Santana da Boa Vista - RS
Minas Novas (MG),0.633,0.6,0.528,0.802,Minas Novas - MG
Itapissuma (PE),0.633,0.589,0.564,0.764,Itapissuma - PE
Farias Brito (CE),0.633,0.541,0.605,0.774,Farias Brito - CE
Alto Parnaíba (MA),0.633,0.683,0.474,0.785,Alto Parnaíba - MA
Tarumirim (MG),0.633,0.614,0.499,0.829,Tarumirim - MG
São Sebastião do Rio Preto (MG),0.632,0.662,0.472,0.809,São Sebastião do Rio Preto - MG
Córrego Novo (MG),0.632,0.596,0.525,0.805,Córrego Novo - MG
Veredinha (MG),0.632,0.579,0.555,0.785,Veredinha - MG
Gandu (BA),0.632,0.645,0.508,0.771,Gandu - BA
Santo Antônio do Tauá (PA),0.632,0.598,0.561,0.753,Santo Antônio do Tauá - PA
Simonésia (MG),0.632,0.622,0.493,0.823,Simonésia - MG
Dom Macedo Costa (BA),0.632,0.598,0.531,0.795,Dom Macedo Costa - BA
Presidente Bernardes (MG),0.632,0.603,0.521,0.804,Presidente Bernardes - MG
Lajedão (BA),0.632,0.652,0.497,0.778,Lajedão - BA
Mato Rico (PR),0.632,0.58,0.536,0.812,Mato Rico - PR
Escada (PE),0.632,0.594,0.543,0.781,Escada - PE
Riachinho (MG),0.632,0.577,0.551,0.795,Riachinho - MG
Rodelas (BA),0.632,0.566,0.564,0.79,Rodelas - BA
Independência (CE),0.632,0.561,0.592,0.759,Independência - CE
José Gonçalves de Minas (MG),0.632,0.597,0.553,0.764,José Gonçalves de Minas - MG
Silves (AM),0.632,0.546,0.584,0.791,Silves - AM
Bocaina (PI),0.632,0.614,0.532,0.773,Bocaina - PI
Miranda (MS),0.632,0.638,0.507,0.782,Miranda - MS
Divino de São Lourenço (ES),0.632,0.622,0.496,0.819,Divino de São Lourenço - ES
Cruz (CE),0.632,0.573,0.586,0.752,Cruz - CE
Rosário (MA),0.632,0.566,0.592,0.752,Rosário - MA
Rosário do Catete (SE),0.631,0.603,0.571,0.731,Rosário do Catete - SE
Sinimbu (RS),0.631,0.697,0.456,0.792,Sinimbu - RS
Desterro do Melo (MG),0.631,0.618,0.503,0.809,Desterro do Melo - MG
Cantagalo (MG),0.631,0.598,0.515,0.816,Cantagalo - MG
Pendências (RN),0.631,0.633,0.526,0.753,Pendências - RN
Uruçuí (PI),0.631,0.614,0.516,0.794,Uruçuí - PI
Ichu (BA),0.631,0.58,0.562,0.771,Ichu - BA
Jari (RS),0.631,0.636,0.473,0.836,Jari - RS
Nova Olinda (TO),0.631,0.614,0.535,0.765,Nova Olinda - TO
Vargem Alegre (MG),0.631,0.631,0.486,0.819,Vargem Alegre - MG
Matipó (MG),0.631,0.63,0.511,0.78,Matipó - MG
Sobradinho (BA),0.631,0.605,0.555,0.748,Sobradinho - BA
Marianópolis do Tocantins (TO),0.631,0.63,0.504,0.792,Marianópolis do Tocantins - TO
Araguatins (TO),0.631,0.604,0.525,0.793,Araguatins - TO
Campinaçu (GO),0.631,0.644,0.476,0.819,Campinaçu - GO
Senhora de Oliveira (MG),0.631,0.603,0.521,0.801,Senhora de Oliveira - MG
Redentora (RS),0.631,0.606,0.523,0.792,Redentora - RS
Sobrália (MG),0.631,0.611,0.51,0.805,Sobrália - MG
Angical do Piauí (PI),0.63,0.61,0.555,0.737,Angical do Piauí - PI
Campos Sales (CE),0.63,0.584,0.556,0.769,Campos Sales - CE
Acaiaca (MG),0.63,0.61,0.499,0.823,Acaiaca - MG
Santa Rita de Ibitipoca (MG),0.63,0.625,0.505,0.793,Santa Rita de Ibitipoca - MG
Jangada (MT),0.63,0.567,0.549,0.805,Jangada - MT
Nova Módica (MG),0.63,0.61,0.527,0.779,Nova Módica - MG
Barra do Mendes (BA),0.63,0.578,0.553,0.784,Barra do Mendes - BA
Penedo (AL),0.63,0.602,0.536,0.774,Penedo - AL
São Geraldo do Baixio (MG),0.63,0.631,0.482,0.824,São Geraldo do Baixio - MG
Ipiranga do Piauí (PI),0.63,0.56,0.583,0.765,Ipiranga do Piauí - PI
Itinga do Maranhão (MA),0.63,0.601,0.545,0.764,Itinga do Maranhão - MA
Campina do Simão (PR),0.63,0.598,0.527,0.792,Campina do Simão - PR
Ramilândia (PR),0.63,0.639,0.489,0.802,Ramilândia - PR
Bonópolis (GO),0.63,0.63,0.488,0.813,Bonópolis - GO
Nova Cruz (RN),0.629,0.589,0.537,0.788,Nova Cruz - RN
Rio Bonito do Iguaçu (PR),0.629,0.631,0.498,0.792,Rio Bonito do Iguaçu - PR
Belo Jardim (PE),0.629,0.617,0.514,0.783,Belo Jardim - PE
Bodó (RN),0.629,0.57,0.565,0.772,Bodó - RN
São João do Triunfo (PR),0.629,0.655,0.475,0.801,São João do Triunfo - PR
Reduto (MG),0.629,0.647,0.48,0.801,Reduto - MG
Pentecoste (CE),0.629,0.562,0.604,0.734,Pentecoste - CE
Itaobim (MG),0.629,0.613,0.516,0.787,Itaobim - MG
Piau (MG),0.629,0.647,0.467,0.824,Piau - MG
Bacabeira (MA),0.629,0.558,0.58,0.768,Bacabeira - MA
Lassance (MG),0.629,0.614,0.511,0.795,Lassance - MG
Dores do Turvo (MG),0.629,0.613,0.49,0.829,Dores do Turvo - MG
Turuçu (RS),0.629,0.685,0.446,0.814,Turuçu - RS
Encanto (RN),0.629,0.589,0.536,0.787,Encanto - RN
Várzea Alegre (CE),0.629,0.569,0.576,0.759,Várzea Alegre - CE
Cândido de Abreu (PR),0.629,0.643,0.494,0.783,Cândido de Abreu - PR
Vargem (SC),0.629,0.636,0.495,0.79,Vargem - SC
Governador Edison Lobão (MA),0.629,0.589,0.552,0.764,Governador Edison Lobão - MA
Milagres (CE),0.628,0.561,0.569,0.777,Milagres - CE
Monteiro (PB),0.628,0.625,0.558,0.709,Monteiro - PB
Abaiara (CE),0.628,0.54,0.612,0.748,Abaiara - CE
Itacambira (MG),0.628,0.57,0.55,0.791,Itacambira - MG
Serra Branca (PB),0.628,0.598,0.537,0.77,Serra Branca - PB
Colônia do Gurguéia (PI),0.628,0.578,0.55,0.778,Colônia do Gurguéia - PI
Riachão do Jacuípe (BA),0.628,0.588,0.559,0.755,Riachão do Jacuípe - BA
Berilo (MG),0.628,0.58,0.524,0.816,Berilo - MG
Cutias (AP),0.628,0.576,0.566,0.76,Cutias - AP
Santana de Pirapama (MG),0.628,0.617,0.493,0.816,Santana de Pirapama - MG
Palmeiras do Tocantins (TO),0.628,0.586,0.522,0.81,Palmeiras do Tocantins - TO
Jordânia (MG),0.628,0.613,0.506,0.797,Jordânia - MG
Abaetetuba (PA),0.628,0.579,0.537,0.798,Abaetetuba - PA
São Francisco do Oeste (RN),0.628,0.581,0.547,0.779,São Francisco do Oeste - RN
Acorizal (MT),0.628,0.594,0.51,0.816,Acorizal - MT
Cachoeirinha (TO),0.627,0.548,0.59,0.762,Cachoeirinha - TO
Buriti do Tocantins (TO),0.627,0.575,0.601,0.713,Buriti do Tocantins - TO
Riacho dos Machados (MG),0.627,0.557,0.547,0.808,Riacho dos Machados - MG
Pavão (MG),0.627,0.599,0.507,0.813,Pavão - MG
Santa Teresinha (PB),0.627,0.586,0.513,0.82,Santa Teresinha - PB
Lagoa Seca (PB),0.627,0.621,0.516,0.769,Lagoa Seca - PB
Lagoa da Confusão (TO),0.627,0.63,0.496,0.787,Lagoa da Confusão - TO
Itaverava (MG),0.627,0.613,0.496,0.811,Itaverava - MG
Lambari D'Oeste (MT),0.627,0.67,0.467,0.787,Lambari D'Oeste - MT
Pedra Azul (MG),0.627,0.596,0.518,0.797,Pedra Azul - MG
Santa Bárbara do Pará (PA),0.627,0.575,0.546,0.784,Santa Bárbara do Pará - PA
Santa Rita (PB),0.627,0.597,0.534,0.774,Santa Rita - PB
Baixio (CE),0.627,0.563,0.575,0.763,Baixio - CE
Sumé (PB),0.627,0.602,0.534,0.765,Sumé - PB
Pequizeiro (TO),0.627,0.589,0.518,0.806,Pequizeiro - TO
Simplício Mendes (PI),0.627,0.613,0.525,0.767,Simplício Mendes - PI
Cairu (BA),0.627,0.6,0.51,0.807,Cairu - BA
Axixá do Tocantins (TO),0.627,0.595,0.566,0.733,Axixá do Tocantins - TO
Itamaraju (BA),0.627,0.641,0.502,0.767,Itamaraju - BA
Coronel Murta (MG),0.627,0.578,0.543,0.784,Coronel Murta - MG
Bugre (MG),0.627,0.602,0.511,0.8,Bugre - MG
Cuparaque (MG),0.627,0.621,0.497,0.798,Cuparaque - MG
Vale do Paraíso (RO),0.627,0.641,0.485,0.792,Vale do Paraíso - RO
São Gonçalo dos Campos (BA),0.627,0.636,0.516,0.752,São Gonçalo dos Campos - BA
Espinosa (MG),0.627,0.582,0.526,0.804,Espinosa - MG
Cedro (CE),0.627,0.592,0.553,0.753,Cedro - CE
Peçanha (MG),0.627,0.63,0.497,0.787,Peçanha - MG
Olhos-D'Água (MG),0.626,0.607,0.498,0.812,Olhos-D'Água - MG
Redenção (CE),0.626,0.567,0.577,0.75,Redenção - CE
Campo Redondo (RN),0.626,0.554,0.584,0.758,Campo Redondo - RN
Raposa (MA),0.626,0.568,0.587,0.735,Raposa - MA
Milhã (CE),0.626,0.56,0.558,0.784,Milhã - CE
Muribeca (SE),0.626,0.575,0.554,0.771,Muribeca - SE
Várzea (RN),0.626,0.577,0.552,0.771,Várzea - RN
Itaitinga (CE),0.626,0.583,0.548,0.768,Itaitinga - CE
Senhora dos Remédios (MG),0.626,0.578,0.548,0.776,Senhora dos Remédios - MG
Arari (MA),0.626,0.587,0.546,0.764,Arari - MA
Serra da Raiz (PB),0.626,0.57,0.544,0.792,Serra da Raiz - PB
Coruripe (AL),0.626,0.591,0.541,0.769,Coruripe - AL
Floresta (PE),0.626,0.588,0.538,0.775,Floresta - PE
Mendes Pimentel (MG),0.626,0.617,0.518,0.768,Mendes Pimentel - MG
Bonfim (RR),0.626,0.597,0.509,0.809,Bonfim - RR
Guamaré (RN),0.626,0.632,0.505,0.769,Guamaré - RN
Pedra Branca do Amapari (AP),0.626,0.628,0.502,0.779,Pedra Branca do Amapari - AP
Pocrane (MG),0.626,0.614,0.5,0.799,Pocrane - MG
Santo Estêvão (BA),0.626,0.611,0.498,0.808,Santo Estêvão - BA
Joanésia (MG),0.626,0.616,0.495,0.803,Joanésia - MG
Mambaí (GO),0.626,0.61,0.494,0.816,Mambaí - GO
Coroaci (MG),0.626,0.613,0.493,0.811,Coroaci - MG
Tumiritinga (MG),0.626,0.615,0.482,0.827,Tumiritinga - MG
Santa Leopoldina (ES),0.626,0.646,0.477,0.797,Santa Leopoldina - ES
Piedade dos Gerais (MG),0.626,0.645,0.453,0.84,Piedade dos Gerais - MG
São Sebastião do Oeste (MG),0.626,0.678,0.434,0.832,São Sebastião do Oeste - MG
Lagarto (SE),0.625,0.613,0.515,0.775,Lagarto - SE
Paulistas (MG),0.625,0.593,0.521,0.791,Paulistas - MG
Medeiros Neto (BA),0.625,0.626,0.501,0.777,Medeiros Neto - BA
São João do Pacuí (MG),0.625,0.606,0.504,0.798,São João do Pacuí - MG
Amargosa (BA),0.625,0.616,0.492,0.807,Amargosa - BA
Brás Pires (MG),0.625,0.582,0.523,0.801,Brás Pires - MG
Lajes Pintadas (RN),0.625,0.559,0.568,0.769,Lajes Pintadas - RN
Caetité (BA),0.625,0.631,0.484,0.801,Caetité - BA
Solonópole (CE),0.625,0.565,0.574,0.754,Solonópole - CE
Mâncio Lima (AC),0.625,0.58,0.546,0.77,Mâncio Lima - AC
Alto Paraíso (RO),0.625,0.664,0.457,0.804,Alto Paraíso - RO
Santa Cruz do Escalvado (MG),0.625,0.618,0.485,0.815,Santa Cruz do Escalvado - MG
Ervália (MG),0.625,0.64,0.46,0.828,Ervália - MG
Ibicaraí (BA),0.625,0.609,0.524,0.764,Ibicaraí - BA
Angical (BA),0.625,0.564,0.556,0.778,Angical - BA
Nova Olinda (CE),0.625,0.567,0.554,0.779,Nova Olinda - CE
Guimarães (MA),0.625,0.535,0.592,0.772,Guimarães - MA
Francisco Dumont (MG),0.625,0.596,0.513,0.797,Francisco Dumont - MG
Gurjão (PB),0.625,0.576,0.581,0.729,Gurjão - PB
Potiraguá (BA),0.625,0.595,0.545,0.754,Potiraguá - BA
Almino Afonso (RN),0.624,0.578,0.568,0.739,Almino Afonso - RN
Ourilândia do Norte (PA),0.624,0.653,0.467,0.795,Ourilândia do Norte - PA
